long,lat,taxi_zone_id
-73.9999174202471,40.748427555065525,68
-73.9150292955326,40.831416697085004,69
-73.86839559842018,40.76335220113297,70
-73.93796627061688,40.644288174388976,71
-73.922250974005,40.65236480407721,72
-73.80729418212229,40.754108886892745,73
-73.93734560812487,40.80116948058629,74
-73.94575026755159,40.7900107514952,75
-73.87682061127188,40.66093519655033,76
-73.89536411750328,40.66655893903508,77
-73.88552181587426,40.84496041014589,78
-73.9859374568246,40.72762019590934,79
-73.93679314491882,40.71536988214335,80
-73.83664334408299,40.88093541148917,81
-73.87711833280919,40.73949564677795,82
-73.89217338112863,40.73832381382582,83
-74.18767433468831,40.52868644656605,84
-73.95162318261009,40.64611634689487,85
-73.75524369679583,40.60243279341635,86
-74.00749598562429,40.706808451665644,87
-74.01151502922328,40.703357903236,88
-73.9609682490638,40.63790012347357,89
-73.99697141558363,40.742278629012084,90
-73.93009701219944,40.62627276333626,91
-73.82885869884257,40.76110218983418,92
-73.84086726234153,40.74067587216043,93
-73.89953593442142,40.858155196183844,94
-73.84766941187524,40.72143227502113,95
-73.87155842518158,40.69700061310099,96
-73.97488208618904,40.6907867942107,97
-73.77725346665979,40.734462628200724,98
-74.18641851305898,40.57677363548684,99
-73.98878659911526,40.75351275872553,100
-73.71102598691236,40.74599381838402,101
-73.8757357670978,40.70354561076273,102
-74.04528829364,40.68986010366,103
-74.04077076873651,40.69876867362594,103
-74.01907272636831,40.68878423861276,103
-73.99064727363113,40.673512796860585,106
-73.9840521326891,40.73682405761879,107
-73.98143115020035,40.58840346529004,108
-74.15088980760541,40.551862998076864,109
-74.12834244237266,40.54578031659542,110
-73.99023450433015,40.65213727041888,111
-73.94954030482198,40.72950628420854,112
-73.99430477051165,40.73257907302682,113
-73.9973802602004,40.728340391372086,114
-74.08783880974957,40.61797137588909,115
-73.94852173020877,40.82701265492519,116
-73.78962208250067,40.594058752813815,117
-74.1329787251169,40.58655462662605,118
-73.92615723620793,40.837826991698705,119
-73.93018219742825,40.84666774830255,120
-73.80244428186225,40.728333322972915,121
-73.7611369973059,40.71063928425083,122
-73.96433367133903,40.59995429251371,123
-73.84491858438595,40.6582479612305,124
-74.007485818009485,40.72629041028103,125
-73.88553752149427,40.81207445859189,126
-73.91930823586208,40.866075000727605,127
-73.92436981716104,40.872378809573455,128
-73.88531724061083,40.757312063038945,129
-73.79397965822712,40.70436877745486,130
-73.77610076139929,40.72065523874937,131
-73.78653298334983,40.64698489239499,132
-73.97619898951329,40.64059007067434,133
-73.82871246597531,40.70805099798789,134
-73.8211959038747,40.728377683257115,135
-73.90591118270507,40.86526419152473,136
-73.9764947237676,40.740438978596224,137
-73.8736286428909,40.77437570593225,138
-73.74423435166713,40.677097797908786,139
-73.95473878380503,40.76548408788965,140
-73.95963474149164,40.766948216383,141
-73.98153220639175,40.77363329302686,142
-73.98764554944398,40.77596522876079,143
-73.99691854183821,40.72088889344507,144
-73.94889145447921,40.745379433998224,145
-73.93482888929131,40.7542425205001,146
-73.8989563818265,40.819675979304705,147
-73.99089626184728,40.71893835938006,148
-73.94813559494112,40.60491359556355,149
-73.94362872180561,40.58047327426187,150
-73.9681683330924,40.79796199309986,151
-73.95378223705623,40.81797514762926,152
-73.91037866410586,40.87596780221223,153
-73.90259658693039,40.593570836584874,154
-73.91527709386858,40.61459098927559,155
-74.16723534170724,40.63130769285287,156
-73.90232968131365,40.72399507493335,157
-74.00898410478538,40.73503540069651,158
-73.91284939799152,40.81825974768962,159
-73.88005140814948,40.7183367700135,160
-73.977697931224,40.75802804352607,161
-73.97235594352027,40.756687652188624,162
-73.97756868222709,40.764421405786564,163
-73.98515639467682,40.74857462935654,164
-73.95682460583797,40.62092404874604,165
-73.96176359682926,40.809456961125086,166
-73.9023517750008,40.82751255686385,167
-73.91682193806464,40.807347167665135,168
-73.90512221938535,40.849058377391046,169
-73.97849159965223,40.747745793643695,170
-73.80954582099434,40.7683516263083,171
-74.10501900721484,40.5717688929324,172
-73.86303754486684,40.752579239149426,173
-73.87902225226023,40.877137602876424,174
-73.75462173612381,40.74267210348245,175
-74.1225840297695,40.561994234583864,176
-73.9136321361135,40.676644101040004,177
-73.97032580128295,40.61731493715152,178
-73.92833318686121,40.7715702435832,179
-73.84704317269399,40.675594990706486,180
-73.98141374048753,40.670374325917045,181
-73.85798694048577,40.83774866435335,182
-73.83158179959663,40.84917261718241,183
-73.80785726631284,40.86827620354757,184
-73.85439380221169,40.854404712689025,185
-73.99243753697607,40.74849718140482,186
-74.14078750231762,40.6281668745718,187
-73.94744164500464,40.65874445085645,188
-73.96758681222951,40.677635389347074,189
-73.96891374270622,40.66162215835664,190
-73.7415317699754,40.71545451530499,191
-73.8152293584578,40.743751485431424,192
-73.94199705818417,40.760313635026755,193
-73.9245963002456,40.79100078171109,194
-74.00917849113318,40.67554886228078,195
-73.86333855806278,40.72615563957903,196
-73.8309240744999,40.69454235438107,197
-73.90170926444716,40.70652679441936,198
-73.88265824700592,40.79113290307733,199
-73.90698710771419,40.8995290643763,200
-73.8434528147781,40.57798249377489,201
-73.94995171169582,40.76189974995487,202
-73.73947255987302,40.657853418019194,203
-74.20782608356566,40.540334005295904,204
-73.76314612543841,40.69120144680597,205
-74.10231250352743,40.63897220516611,206
-73.89935256434534,40.76398558883032,207
-73.82354011891944,40.823318583877374,208
-74.00366456329894,40.70907274279291,209
-73.94050716694058,40.59202346436408,210
-74.001537565656335,40.723888110041564,211
-73.86967965711673,40.827902148587235,212
-73.85813498781428,40.81785855770792,213
-74.08551235826923,40.586786633051766,214
-73.79096393223053,40.69442755408856,215
-73.8194596368277,40.67615403721362,216
-73.95859684507165,40.70391644046555,217
-73.7730356561049,40.67208970676712,218
-73.76450578558227,40.662184880711216,219
-73.91066467564427,40.882403113209016,220
-74.0737044453025,40.618769278731826,221
-73.88241292571799,40.64752703432335,222
-73.90540773409825,40.77742692053257,223
-73.97659767323339,40.731820636016565,224
-73.93188826440704,40.68816818695472,225
-73.92467306585053,40.73769895644421,226
-74.00465205914725,40.64188631576499,227
-74.01127116962908,40.65235464953821,228
-73.96514579918417,40.756728941632886,229
-73.98419648907567,40.75981761719163,230
-74.00787970866408,40.71777273626499,231
-73.98302455833486,40.71473250693922,232
-73.97044256869236,40.74991407790196,233
-73.99045782354729,40.7403374417568,234
-73.91597542466444,40.85252114926333,235
-73.95701169835738,40.78043643718977,236
-73.96563453538064,40.76861518381134,237
-73.9730489006159,40.7917049344269,238
-73.97863194845083,40.783961430313575,239
-73.88197807761945,40.894599127506815,240
-73.89562001785477,40.876512375445344,241
-73.8506705770833,40.846782895809625,242
-73.93283148761284,40.85710828331425,243
-73.94139910573641,40.841708771119535,244
-74.10286011016642,40.63004939183052,245
-74.00401512528651,40.75330906598313,246
-73.92440873264252,40.82898823048438,247
-73.87228927297001,40.83416531682737,248
-74.00287495910835,40.73457600733153,249
-73.84864070062376,40.83210165963197,250
-74.12534779829349,40.61688000771162,251
-73.81565681270962,40.78819301672851,252
-73.8412439389913,40.7606307521724,253
-73.85894823975748,40.88215708304683,254
-73.95741813122179,40.71880391812967,255
-73.95990462730526,40.71087993337723,256
-73.97798241330017,40.65361187133645,257
-73.85576675985419,40.688721356981105,258
-73.85221545370118,40.89793202529444,259
-73.90630644197888,40.74423471780135,260
-74.013022771749,40.709138940671664,261
-73.94651035601458,40.775932403149746,262
-73.95100987481801,40.77876585543417,263
